"FieldName3.0","Category","SubCategory","SchemaLocation","XMLTag","Definition","DataType","Optionality","DomainListYN","WqxV2.FieldName","WqxV2.ActivityMetricProfile","WqxV2.BiolHabitatMetricProfile","WqxV2.BiologicalProfile","WqxV2.NarrowProfile","WqxV2.OrganizationProfile","WqxV2.PhysChemProfile","WqxV2.ProjectProfile","WqxV2.PrjMonLocWeightingProfile","WqxV2.QuantitationLimitProfile","WqxV2.SamplingActivityProfile","WqxV2.SiteProfile"
"DetectionLimit_Measure","","Result Detection Quantitation Limit","06.05.07.02.01","MeasureValue","The reportable measure of the result for the chemical, microbiological or other characteristic being analyzed.","string max 60","Conditional (see business rule)","Yes
","DetectionQuantitationLimitMeasure/MeasureValue",,,,,,,,,"DetectionQuantitationLimitMeasure/MeasureValue",,
"DetectionLimit_MeasureUnit","","Result Detection Quantitation Limit","06.05.07.02.02","MeasureUnitCode","The code that represents the unit for measuring the chemical substance, microbiological substance or other characteristic.","From domain values string max 12","Conditional (see business rule)","Yes
","DetectionQuantitationLimitMeasure/MeasureUnitCode",,,,,,,,,"DetectionQuantitationLimitMeasure/MeasureUnitCode",,
"DetectionLimit_Comment","","Result Detection Quantitation Limit","06.05.07.03","DetectionQuantitationLimitCommentText","Text providing further description and comment on the detection and/or quantitation limits.","string max 4000","Optional","",,,,,,,,,,,,
"DetectionLimit_MeasureA","","Result Detection Quantitation Limit","06.05.07.02.01","MeasureValue","The reportable measure of the result for the chemical, microbiological or other characteristic being analyzed.","string max 60","Conditional (see business rule)","Yes
",,,,,,,,,,,,
"DetectionLimit_MeasureUnitA","","Result Detection Quantitation Limit","06.05.07.02.02","MeasureUnitCode","The code that represents the unit for measuring the chemical substance, microbiological substance or other characteristic.","From domain values string max 12","Conditional (see business rule)","Yes
","DetectionQuantitationLimitMeasure/MeasureUnitCode",,,"DetectionQuantitationLimitMeasure/MeasureUnitCode",,,,,,,,
"DetectionLimit_CommentA","","Result Detection Quantitation Limit","06.05.07.03","DetectionQuantitationLimitCommentText","Text providing further description and comment on the detection and/or quantitation limits.","string max 4000","Optional","",,,,,,,,,,,,
"DetectionLimit_TypeB","","Result Detection Quantitation Limit","06.05.07.01","DetectionQuantitationLimitTypeName","Text describing the type of detection or quantitation limit used in the analysis of a characteristic.","From domain values string max 35","Mandatory","Yes
","DetectionQuantitationLimitTypeName",,,"DetectionQuantitationLimitTypeName",,,"DetectionQuantitationLimitTypeName",,,,,
"DetectionLimit_MeasureB","","Result Detection Quantitation Limit","06.05.07.02.01","MeasureValue","The reportable measure of the result for the chemical, microbiological or other characteristic being analyzed.","string max 60","Conditional (see business rule)","Yes
",,,,,,,,,,,,
"DetectionLimit_MeasureUnitB","","Result Detection Quantitation Limit","06.05.07.02.02","MeasureUnitCode","The code that represents the unit for measuring the chemical substance, microbiological substance or other characteristic.","From domain values string max 12","Conditional (see business rule)","Yes
","DetectionQuantitationLimitMeasure/MeasureUnitCode",,,"DetectionQuantitationLimitMeasure/MeasureUnitCode",,,"DetectionQuantitationLimitMeasure/MeasureUnitCode",,,,,
"DetectionLimit_CommentB","","Result Detection Quantitation Limit","06.05.07.03","DetectionQuantitationLimitCommentText","Text providing further description and comment on the detection and/or quantitation limits.","string max 4000","Optional","",,,,,,,,,,,,
"DetectionLimit_LabSampleSplitRatio","","Result LAB Info","06.05.08","LaboratorySampleSplitRatio","The proportion of all of the material collected that was sent to lab for analysis.","string max 60","Optional","",,,,,,,,,,,,
"DetectionLimit_LabAccreditationIndicator","","Result LAB Info","06.05.09","LaboratoryAccreditationIndicator","Indicates whether the laboratory is accredited. ","boolean","Optional","","LaboratoryAccreditationIndicator",,,"LaboratoryAccreditationIndicator","LaboratoryAccreditationIndicator",,,,,,,
"DetectionLimit_LabAccreditationAuthority","","Result LAB Info","06.05.10","LaboratoryAccreditationAuthorityName","An outside accreditation authority identifier.","string max 20","Optional","","LaboratoryAccreditationAuthorityName",,,"LaboratoryAccreditationAuthorityName","LaboratoryAccreditationAuthorityName",,,,,,,
"DetectionLimit_TaxonAccreditationIndicator","","Result LAB Info","06.05.11","TaxonomistAccreditationIndicator","Indicates whether the taxonomist is accredited. ","boolean","Optional","","TaxonomistAccreditationIndicator",,,"TaxonomistAccreditationIndicator","TaxonomistAccreditationIndicator",,,,,,,
"DetectionLimit_TaxonAccreditationAuthority","","Result LAB Info","06.05.12","TaxonomistAccreditationAuthorityName","An outside accreditation authority identifier for the taxonomist.","string max 20","Optional","","TaxonomistAccreditationAuthorityName",,,"TaxonomistAccreditationAuthorityName","TaxonomistAccreditationAuthorityName",,,,,,,
"ResultAnalyticalMethod_Identifier","","Result Analytical Method ","06.03.01","MethodIdentifier","The identification number or code assigned by the method publisher.","string min 1 string max 35","Conditional (see business rule)","Yes, but see note in business rules.","ResultAnalyticalMethod/MethodIdentifier",,,"ResultAnalyticalMethod/MethodIdentifier","ResultAnalyticalMethod/MethodIdentifier",,"ResultAnalyticalMethod/MethodIdentifier",,,,,
"ResultAnalyticalMethod_IdentifierContext","","Result Analytical Method ","06.03.02","MethodIdentifierContext","Identifies the source or data system that created or defined the identifier.","string min 1 string max 120","Conditional (see business rule)","Yes, but see note in business rules.","ResultAnalyticalMethod/MethodIdentifierContext",,,"ResultAnalyticalMethod/MethodIdentifierContext","ResultAnalyticalMethod/MethodIdentifierContext",,"ResultAnalyticalMethod/MethodIdentifierContext",,,,,
"ResultAnalyticalMethod_Name","","Result Analytical Method ","06.03.03","MethodName","The title that appears on the method from the method publisher.","string min 1 string max 250","Conditional (see business rule)","","ResultAnalyticalMethod/MethodName",,,"ResultAnalyticalMethod/MethodName","ResultAnalyticalMethod/MethodName",,"ResultAnalyticalMethod/MethodName",,,,,
"ResultAnalyticalMethod_QualifierType","","Result Analytical Method ","06.03.04","MethodQualifierTypeName","Identifier of type of method that identifies it as reference, equivalent, or other.","string max 25","Optional","","ResultAnalyticalMethod/MethodQualifierTypeName",,,"ResultAnalyticalMethod/MethodQualifierTypeName","ResultAnalyticalMethod/MethodQualifierTypeName",,,,,,,
"ResultAnalyticalMethod_Description","","Result Analytical Method ","06.03.05","MethodDescriptionText","A brief summary that provides general information about the method.","string max 4000","Optional","","MethodDescriptionText",,,"MethodDescriptionText","MethodDescriptionText",,"ResultAnalyticalMethod/MethodDescriptionText",,,,,
"ResultAnalyticalMethod_Url","","Result Analytical Method ","06.03.06a","MethodUrl","A hyperlink, or simply a link, is a digital reference to data that the user can follow or be guided to additional resources.","","","",,,,,,,,,,,,
"Result_ComparableMethodIdentifier","","Result Analytical Comparable Method ","06.04.01","MethodIdentifier","The identification number or code assigned by the method publisher.","string min 1 string max 35","Conditional (see business rule)","",,,,,,,,,,,,
"Result_ComparableMethodIdentifierContext","","Result Analytical Comparable Method ","06.04.02","MethodIdentifierContext","Identifies the source or data system that created or defined the identifier.","string min 1 string max 120","Conditional (see business rule)","",,,,,,,,,,,,
"Result_ComparableMethodModification","","Result Analytical Comparable Method ","06.04.03","MethodModificationText","A brief summary that provides general information about the modification of the method.","string max 4000","Optional","",,,,,,,,,,,,
"LabInfo_Name","","Result LAB Info","06.05.01","LaboratoryName","The name of the Lab responsible for the result","string max 60","Optional","","LaboratoryName",,,"LaboratoryName","LaboratoryName",,"LaboratoryName",,,,,
"LabInfo_AnalysisStartDate","","Result LAB Info","06.05.02","AnalysisStartDate","The calendar date on which the analysis began.","date (YYYY-MM-DD)","Optional","","AnalysisStartDate",,,"AnalysisStartDate","AnalysisStartDate",,"AnalysisStartDate",,,,,
"LabInfo_AnalysisStartTime","","Result LAB Info","06.05.03.01","Time","The time of day that is reported.","Time -  (hh:mm:ss)","Conditional (see business rules)","","AnalysisStartTime/Time",,,"AnalysisStartTime/Time","AnalysisStartTime/Time",,,,,,,
"LabInfo_AnalysisStartTimeZone","","Result LAB Info","06.05.03.02","TimeZoneCode","The time zone for which the time of day is reported. Any of the longitudinal divisions of the earth's surface in which a standard time is kept.","From domain values string min 1 string max 4","Conditional (see business rules)","Yes","AnalysisStartTime/TimeZoneCode",,,"AnalysisStartTime/TimeZoneCode","AnalysisStartTime/TimeZoneCode",,,,,,,
"LabInfo_AnalysisEndDate","","Result LAB Info","06.05.04","AnalysisEndDate","The calendar date on which the analysis was finished.","date (YYYY-MM-DD)","Optional","","AnalysisEndDate",,,"AnalysisEndDate","AnalysisEndDate",,,,,,,
"LabInfo_AnalysisEndTime","","Result LAB Info","06.05.05.01","Time","The time of day that is reported.","Time -  (hh:mm:ss)","Conditional (see business rules)","","AnalysisEndTime/Time",,,"AnalysisEndTime/Time","AnalysisEndTime/Time",,,,,,,
"LabInfo_AnalysisEndTimeZone","","Result LAB Info","06.05.05.02","TimeZoneCode","The time zone for which the time of day is reported. Any of the longitudinal divisions of the earth's surface in which a standard time is kept.","From domain values string min 1 string max 4","Conditional (see business rules)","Yes","AnalysisEndTime/TimeZoneCode",,,"AnalysisEndTime/TimeZoneCode","AnalysisEndTime/TimeZoneCode",,,,,,,
"LabInfo_LaboratoryComment","","Result LAB Info","06.05.06","LaboratoryCommentText","Remarks which further describe the laboratory procedures which produced the result.","string max 4000","Optional","","ResultLaboratoryCommentText",,,"ResultLaboratoryCommentText",,,"ResultLaboratoryCommentText",,,,,
"LabSamplePrepMethod_Identifier","","LAB Sample Prep","06.06.01.01","MethodIdentifier","The identification number or code assigned by the method publisher.","string min 1 string max 35","Conditional (see business rule)","","LabSamplePreparationMethod/MethodIdentifier",,,"LabSamplePreparationMethod/MethodIdentifier",,,,,,,,
"LabSamplePrepMethod_IdentifierContext","","LAB Sample Prep","06.06.01.02","MethodIdentifierContext","Identifies the source or data system that created or defined the identifier.","string min 1 string max 120","Conditional (see business rule)","","LabSamplePreparationMethod/MethodIdentifierContext",,,"LabSamplePreparationMethod/MethodIdentifierContext",,,,,,,,
"LabSamplePrepMethod_Name","","LAB Sample Prep","06.06.01.03","MethodName","The title that appears on the method from the method publisher.","string min 1 string max 250","Conditional (see business rule)","","LabSamplePreparationMethod/MethodName",,,"LabSamplePreparationMethod/MethodName",,,,,,,,
"LabSamplePrepMethod_QualifierType","","LAB Sample Prep","06.06.01.04","MethodQualifierTypeName","Identifier of type of method that identifies it as reference, equivalent, or other.","string max 25","Optional","","LabSamplePreparationMethod/MethodQualifierTypeName",,,"LabSamplePreparationMethod/MethodQualifierTypeName",,,,,,,,
"LabSamplePrepMethod_Description","","LAB Sample Prep","06.06.01.05","MethodDescriptionText","A brief summary that provides general information about the method.","string max 4000","Optional","","LabSamplePreparationMethod/MethodDescriptionText",,,"LabSamplePreparationMethod/MethodDescriptionText","MethodDescriptionText",,,,,,,
"LabSamplePrepMethod_StartDate","","LAB Sample Prep","06.06.02","PreparationStartDate","The calendar date when on which the preparation/extraction of the sample for analysis began.","date (YYYY-MM-DD)","Optional","","PreparationStartDate",,,"PreparationStartDate",,,,,,,,
"LabSamplePrepMethod_StartTime","","LAB Sample Prep","06.06.03.01","Time","The time of day that is reported.","Time -  (hh:mm:ss)","Conditional (see business rules)","","PreparationStartTime/Time",,,"PreparationStartTime/Time",,,,,,,,
"LabSamplePrepMethod_StartTimeZone","","LAB Sample Prep","06.06.03.02","TimeZoneCode","The time zone for which the time of day is reported. Any of the longitudinal divisions of the earth's surface in which a standard time is kept.","From domain values string min 1 string max 4","Conditional (see business rules)","Yes","PreparationStartTime/TimeZoneCode",,,"PreparationStartTime/TimeZoneCode",,,,,,,,
"LabSamplePrepMethod_EndDate","","LAB Sample Prep","06.06.04","PreparationEndDate","The calendar date when on which the preparation/extraction of the sample for analysis was finished.","date (YYYY-MM-DD)","Optional","","PreparationEndDate",,,"PreparationEndDate",,,,,,,,
"LabSamplePrepMethod_EndTime","","LAB Sample Prep","06.06.05.01","Time","The time of day that is reported.","Time -  (hh:mm:ss)","Conditional (see business rules)","","PreparationEndDate",,,"PreparationEndDate",,,,,,,,
"LabSamplePrepMethod_EndTimeZone","","LAB Sample Prep","06.06.05.02","TimeZoneCode","The time zone for which the time of day is reported. Any of the longitudinal divisions of the earth's surface in which a standard time is kept.","From domain values string min 1 string max 4","Conditional (see business rules)","Yes","PreparationEndTime/Time",,,"PreparationEndTime/Time",,,,,,,,
"LabSamplePrepMethod_DilutionFactor","","LAB Sample Prep","06.06.06","SubstanceDilutionFactor","The overall dilution of the substance subjected to this analysis.","string max 60","Optional","","SubstitutionDilutionFactorNumeric",,,"SubstitutionDilutionFactorNumeric",,,,,,,,
"ResultAttachment_FileName","","Result Binary Object","06.02.01","BinaryObjectFileName","The text describing the descriptive name used to represent the file, including file extension.","string min 1 string max 255","Conditional (see business rule)","","BinaryObjectFileName",,,,,,"BinaryObjectFileName",,,,"BinaryObjectFileName",
"ResultAttachment_FileType","","Result Binary Object","06.02.02","BinaryObjectFileTypeCode","The text or acronym describing the binary content type of a file.","string min 1 string max 6","Conditional (see business rule)","","BinaryObjectFileTypeCode",,,,,,"BinaryObjectFileTypeCode",,,,"BinaryObjectFileTypeCode",
"ResultAttachment_FileDownload","","","06.02.90outbounda","ResultFileUrl","Url for downloading�electronic attachments including any other documents, images, maps, photos, laboratory materials, geospatial coverages, and other objects associated with the result.","","","","ResultFileUrl",,,,,,"ResultFileUrl",,,,,
"Result_DetectionLimitProfileDownload","","","06.02.90outboundb","ResultDetectionQuantitationLimitUrl","List of limits per result.","","","",,,,,,,,,,,,
"Result_LabSamplePrepProfileDownload","","","06.02.90outboundd","LabSamplePreparationUrl","List of preparation methods per result.","","","",,,,,,,,,,,,
"ActivityGroup_GroupIdentifier","","ACTIVITY Group","07.01","ActivityGroupIdentifier","Designator that uniquely identifies a grouping of activities within an organization.","string min 1 string max 55","Mandatory","",,,,,,,,,,,,
"ActivityGroup_GroupName","","ACTIVITY Group","07.02","ActivityGroupName","A name of an activity group.","string max 120","Optional","",,,,,,,,,,,,
"ActivityGroup_GroupType","","ACTIVITY Group","07.03","ActivityGroupTypeCode","Identifies the type of grouping of a set of activities","From domain values string min 1 string max 50","Mandatory","Yes",,,,,,,,,,,,
"ActivityGroup_ActivityIdentifier","","ACTIVITY Group","07.04","ActivityIdentifier","Designator that uniquely identifies an activity within an organization.","string min 1 string max 55","Mandatory","","ActivityIdentifier","ActivityIdentifier",,,,,,,,"ActivityIdentifier","ActivityIdentifier",
"ActivityGroup_ProfileDownload","","","7.99outbounda","ActivityGroupUrl","Url for downloading electronic attachments including any other documents, images, maps, photos, laboratory materials, geospatial coverages, and other objects associated with the activity group.","","","","ActivityGroupUrl",,,,,,,,,,"ActivityGroupUrl",
"ActivityGroup_StartDate","","","7.99outboundb","ActivityGroupStartDate","Identifies the minimum start date of grouping of a set of activities.","","","",,,,,,,,,,,,
"ActivityGroup_EndDate","","","7.99outboundc","ActivityGroupEndDate","Identifies the maximum start date of grouping of a set of activities.","","","",,,,,,,,,,,,
"Result_CharacteristicComparable","","Result Description","06.00.03.01","CharacteristicComparableName","A characteristic name capable of or suitable for comparison.","","","",,,,,,,,,,,,
"Result_CharacteristicGroup","","Result Description","06.00.03.02","CharacteristicType","A class or division having particular shared characteristics.","","","",,,,,,,,,,,,
"LastChangeDate","","","99.03outboundb","LastChangeDate","The date of the last change to data in this row.","","","",,,,,,,,,,,,
"USGSpcode","","","99.99outbounda","USGSpcode","A 5-digit code used in the US Geological Survey computerized data system, National Water Information System (NWIS) to uniquely identify a specific constituent.","","","","USGSPCode",,,"USGSPCode","USGSPCode",,"USGSPCode",,,,,
"USGSSampleAquifer","","","99.99outboundb","USGSSampleAquifer","An eight character code that identifies an aquifer associated with a sample. Codes are defined by the 'Catalog of Aquifer Names and Geologic Unit Codes'. The value is a combination of aquifer age code and a rock-stratigraphic or lithologic abbreviation. The aquifer age code can provide the aquifer era name, system name and series name. The aquifer code associated with the sample may be different than the single aquifer code associated with the site from which the sample was taken.","","","","SampleAquifer",,,,,,"SampleAquifer",,,,,
